Date,Open,High,Low,Close,Adj Close,Volume
2/13/2015,31.82,31.82,31.4125,31.77,28.962564,217088800
2/17/2015,31.872499,32.220001,31.73,31.9575,29.133495,252609600
2/18/2015,31.907499,32.195,31.862499,32.18,29.336334,179566800
2/19/2015,32.119999,32.2575,32.0825,32.112499,29.274794,149449600
2/20/2015,32.154999,32.375,32.012501,32.375,29.514103,195793600
2/23/2015,32.505001,33.25,32.415001,33.25,30.311783,283896400
2/24/2015,33.235001,33.400002,32.7925,33.0425,30.122614,276912400
2/25/2015,32.889999,32.900002,32.037498,32.197498,29.352283,298846800
2/26/2015,32.197498,32.717499,31.6525,32.605,29.72378,365150000
2/27/2015,32.5,32.642502,32.060001,32.115002,29.277081,248059200
3/2/2015,32.3125,32.57,32.075001,32.272499,29.420658,192386800
3/3/2015,32.240002,32.380001,32.022499,32.34,29.482199,151265200
3/4/2015,32.275002,32.389999,32.080002,32.134998,29.295307,126665200
3/5/2015,32.145,32.1875,31.440001,31.602501,28.809868,226068400
3/6/2015,32.099998,32.342499,31.565001,31.65,28.85317,291368400
3/9/2015,31.99,32.392502,31.264999,31.785,28.976242,354114000
3/10/2015,31.602501,31.805,30.950001,31.127501,28.376841,275426400
3/11/2015,31.1875,31.192499,30.5275,30.559999,27.859491,275756000
3/12/2015,30.577499,31.225,30.407499,31.112499,28.363159,193450800
3/13/2015,31.1,31.35,30.645,30.897499,28.167162,207309200
3/16/2015,30.969999,31.237499,30.717501,31.237499,28.477116,143497200
3/17/2015,31.475,31.83,31.4125,31.76,28.953447,204092400
3/18/2015,31.75,32.290001,31.592501,32.1175,29.279362,261083600
3/19/2015,32.1875,32.3125,31.85,31.875,29.058285,183238000
3/20/2015,32.0625,32.099998,31.290001,31.475,28.693634,274780400
3/23/2015,31.780001,31.9625,31.629999,31.8025,28.992193,150838800
3/24/2015,31.807501,32.009998,31.639999,31.672501,28.87368,131369200
3/25/2015,31.635,31.705,30.844999,30.844999,28.119303,206620800
3/26/2015,30.690001,31.219999,30.65,31.059999,28.315313,190291600
3/27/2015,31.1425,31.174999,30.727501,30.8125,28.089678,158184800
3/30/2015,31.012501,31.6,31,31.592501,28.800749,188398800
3/31/2015,31.522499,31.622499,31.09,31.1075,28.358606,168362400
4/1/2015,31.205,31.280001,30.775,31.0625,28.317581,162485600
4/2/2015,31.2575,31.389999,31.047501,31.33,28.561445,128880400
4/6/2015,31.1175,31.877501,31.0825,31.8375,29.024101,148776000
4/7/2015,31.91,32.029999,31.495001,31.502501,28.718702,140049200
4/8/2015,31.4625,31.6,31.2425,31.4,28.625265,149316800
4/9/2015,31.4625,31.645,31.165001,31.639999,28.844051,129936000
4/10/2015,31.487499,31.8025,31.315001,31.775,28.967117,160752000
4/13/2015,32.092499,32.142502,31.6525,31.7125,28.910143,145460400
4/14/2015,31.75,31.8225,31.477501,31.575001,28.784796,102098400
4/15/2015,31.602501,31.782499,31.502501,31.695,28.894184,115881600
4/16/2015,31.57,31.775,31.5275,31.5425,28.755165,113476000
4/17/2015,31.387501,31.535,31.115,31.1875,28.431536,207828000
4/20/2015,31.3925,32.029999,31.2925,31.9,29.081076,188217200
4/21/2015,32.025002,32.049999,31.6675,31.727501,28.923824,129740400
4/22/2015,31.747499,32.217499,31.58,32.154999,29.31354,150618000
4/23/2015,32.075001,32.605,32.035,32.4175,29.552843,183083600
4/24/2015,32.622501,32.657501,32.307499,32.57,29.691864,178103600
4/27/2015,33.077499,33.282501,32.787498,33.162498,30.232006,387816800
4/28/2015,33.615002,33.634998,32.392502,32.639999,29.755684,475696000
4/29/2015,32.540001,32.897499,32.075001,32.16,29.318098,253544400
4/30/2015,32.16,32.16,31.145,31.2875,28.522703,332781600
5/1/2015,31.525,32.532501,31.325001,32.237499,29.388752,234050400
5/4/2015,32.375,32.642502,32.064999,32.174999,29.33177,203953200
5/5/2015,32.037498,32.112499,31.445,31.450001,28.670845,197085600
5/6/2015,31.639999,31.6875,30.84,31.252501,28.490789,288564000
5/7/2015,31.192499,31.52,31.004999,31.315001,28.667021,175763600
5/8/2015,31.67,31.905001,31.5275,31.905001,29.207123,222201600
5/11/2015,31.8475,31.889999,31.407499,31.58,28.909609,168143200
5/12/2015,31.4,31.719999,31.205,31.467501,28.806618,192640000
5/13/2015,31.5375,31.797501,31.467501,31.502501,28.838661,138776800
5/14/2015,31.852501,32.237499,31.790001,32.237499,29.511515,180814000
5/15/2015,32.267502,32.372501,32.052502,32.192501,29.470316,152832000
5/18/2015,32.095001,32.68,32.09,32.547501,29.795296,203531600
5/19/2015,32.672501,32.720001,32.41,32.517502,29.767832,178532800
5/20/2015,32.5,32.744999,32.334999,32.514999,29.765543,145819600
5/21/2015,32.517502,32.907501,32.4575,32.8475,30.069931,158921600
5/22/2015,32.900002,33.2425,32.849998,33.134998,30.333115,182384000
5/26/2015,33.150002,33.227501,32.279999,32.404999,29.664848,282790400
5/27/2015,32.584999,33.064999,32.512501,33.009998,30.218685,183332800
5/28/2015,32.965,32.987499,32.775002,32.945,30.15918,122933200
5/29/2015,32.807499,32.862499,32.474998,32.57,29.815893,203538000
6/1/2015,32.57,32.8475,32.512501,32.634998,29.875401,128451200
6/2/2015,32.465,32.665001,32.330002,32.490002,29.742664,134670400
6/3/2015,32.665001,32.735001,32.474998,32.529999,29.77927,123934000
6/4/2015,32.395,32.645,32.227501,32.34,29.605347,153800400
6/5/2015,32.375,32.422501,32.09,32.162498,29.442848,142507200
6/8/2015,32.224998,32.302502,31.7075,31.950001,29.24832,210699200
6/9/2015,31.674999,32.02,31.405001,31.855,29.161358,224301600
6/10/2015,31.98,32.334999,31.9625,32.220001,29.495487,156349200
6/11/2015,32.294998,32.544998,32.119999,32.147499,29.429115,141563600
6/12/2015,32.047501,32.0825,31.7775,31.7925,29.104137,147544800
6/15/2015,31.525,31.809999,31.4275,31.73,29.046923,175955600
6/16/2015,31.7575,31.9625,31.592501,31.9,29.202547,125976400
6/17/2015,31.93,31.969999,31.684999,31.825001,29.133894,131672400
6/18/2015,31.807501,32.077499,31.805,31.969999,29.26663,141628800
6/19/2015,31.9275,31.955,31.6,31.65,28.973688,218867600
6/22/2015,31.872499,32.014999,31.77,31.9025,29.204836,136157200
6/23/2015,31.870001,31.9025,31.719999,31.7575,29.072098,121075600
6/24/2015,31.8025,32.450001,31.780001,32.0275,29.319269,221123600
6/25/2015,32.215,32.299999,31.875,31.875,29.179665,127752400
6/26/2015,31.9175,31.997499,31.627501,31.6875,29.008015,176267200
6/29/2015,31.365,31.6175,31.120001,31.1325,28.499947,196645600
6/30/2015,31.3925,31.530001,31.215,31.3575,28.705923,177482800
7/1/2015,31.725,31.735001,31.497499,31.65,28.973688,120955200
7/2/2015,31.6075,31.672501,31.442499,31.610001,28.937071,108844000
7/6/2015,31.235001,31.557501,31.2125,31.5,28.836372,112241600
7/7/2015,31.4725,31.5375,30.942499,31.422501,28.765427,187787200
7/8/2015,31.120001,31.16,30.635,30.6425,28.05138,243046400
7/9/2015,30.9625,31.014999,29.805,30.0175,27.479229,314380000
7/10/2015,30.485001,30.9625,30.3025,30.82,28.213871,245418000
7/13/2015,31.2575,31.440001,31.08,31.415001,28.75856,165762000
7/14/2015,31.51,31.592501,31.26,31.4025,28.747114,127072400
7/15/2015,31.43,31.7875,31.395,31.705,29.02404,134596800
7/16/2015,31.934999,32.142502,31.8375,32.127499,29.410812,144889600
7/17/2015,32.27,32.404999,32.077499,32.404999,29.664848,184658800
7/20/2015,32.7425,33.2425,32.674999,33.017502,30.225552,235600800
7/21/2015,33.212502,33.23,32.580002,32.6875,29.923454,307025600
7/22/2015,30.497499,31.375,30.497499,31.305,28.657864,461802400
7/23/2015,31.549999,31.772499,31.264999,31.290001,28.644133,203998000
7/24/2015,31.33,31.434999,30.975,31.125,28.493084,168649200
7/27/2015,30.772499,30.9025,30.530001,30.692499,28.097153,177822000
7/28/2015,30.844999,30.977501,30.637501,30.844999,28.236759,134472400
7/29/2015,30.7875,30.875,30.567499,30.747499,28.147497,148046800
7/30/2015,30.58,30.6425,30.4275,30.592501,28.005613,134513200
7/31/2015,30.65,30.66,30.227501,30.325001,27.760731,171540000
8/3/2015,30.375,30.6425,29.379999,29.610001,27.10619,279904000
8/4/2015,29.355,29.424999,28.3125,28.66,26.236521,496554400
8/5/2015,28.237499,29.360001,28.025,28.85,26.410452,397250400
8/6/2015,28.9925,29.125,28.530001,28.782499,26.46793,211612000
8/7/2015,28.645,29.0625,28.625,28.879999,26.557587,154681600
8/10/2015,29.1325,29.997499,29.1325,29.93,27.523155,219806400
8/11/2015,29.452499,29.545,28.3325,28.372499,26.090899,388331200
8/12/2015,28.1325,28.855,27.407499,28.809999,26.493216,404870000
8/13/2015,29.01,29.1,28.635,28.7875,26.472527,194143200
8/14/2015,28.58,29.077499,28.502501,28.99,26.658741,171718000
8/17/2015,29.01,29.4125,28.875,29.290001,26.93462,163538800
8/18/2015,29.1075,29.360001,29.002501,29.125,26.782885,138242800
8/19/2015,29.025,29.129999,28.67,28.752501,26.440342,193146000
8/20/2015,28.52,28.5875,27.907499,28.1625,25.897789,274006400
8/21/2015,27.6075,27.975,26.4125,26.440001,24.313801,513102000
8/24/2015,23.717501,27.200001,23,25.780001,23.706881,648825200
8/25/2015,27.7775,27.7775,25.875,25.934999,23.849411,414406400
8/26/2015,26.772499,27.4725,26.262501,27.422501,25.217297,387098400
8/27/2015,28.057501,28.309999,27.504999,28.23,25.959856,338464400
8/28/2015,28.0425,28.327499,27.885,28.3225,26.04492,212657600
8/31/2015,28.0075,28.6325,28,28.190001,25.923075,224917200
9/1/2015,27.5375,27.969999,26.84,26.93,24.7644,307383600
9/2/2015,27.557501,28.084999,27.282499,28.084999,25.826521,247555200
9/3/2015,28.122499,28.195,27.51,27.592501,25.373627,212935600
9/4/2015,27.2425,27.612499,27.127501,27.317499,25.120739,199985200
9/8/2015,27.9375,28.139999,27.58,28.077499,25.819624,219374400
9/9/2015,28.440001,28.504999,27.442499,27.5375,25.32305,340043200
9/10/2015,27.567499,28.32,27.475,28.1425,25.879396,251571200
9/11/2015,27.9475,28.5525,27.940001,28.5525,26.256424,199662000
9/14/2015,29.145,29.2225,28.715,28.827499,26.50931,233453600
9/15/2015,28.9825,29.1325,28.605,29.07,26.732306,173364800
9/16/2015,29.0625,29.135,28.860001,29.102501,26.762197,148694000
9/17/2015,28.915001,29.122499,28.43,28.48,26.189754,256450400
9/18/2015,28.0525,28.575001,27.967501,28.362499,26.081705,297141200
9/21/2015,28.4175,28.842501,28.415001,28.8025,26.486322,200888000
9/22/2015,28.344999,28.545,28.129999,28.35,26.070213,201384800
9/23/2015,28.407499,28.68,28.325001,28.58,26.281713,143026800
9/24/2015,28.3125,28.875,28.092501,28.75,26.438042,200878000
9/25/2015,29.110001,29.172501,28.504999,28.6775,26.37137,224607600
9/28/2015,28.4625,28.6425,28.110001,28.110001,25.84951,208436000
9/29/2015,28.2075,28.377501,26.965,27.264999,25.072458,293461600
9/30/2015,27.5425,27.885,27.182501,27.575001,25.357531,265892000
10/1/2015,27.2675,27.405001,26.827499,27.395,25.192007,255716400
10/2/2015,27.002501,27.752501,26.887501,27.594999,25.375925,232079200
10/5/2015,27.469999,27.842501,27.2675,27.695,25.467878,208258800
10/6/2015,27.657499,27.934999,27.442499,27.827499,25.589725,192787200
10/7/2015,27.934999,27.942499,27.352501,27.695,25.467878,187062400
10/8/2015,27.547501,27.547501,27.0525,27.375,25.173615,247918400
10/9/2015,27.5,28.07,27.372499,28.030001,25.775946,211064400
10/12/2015,28.182501,28.1875,27.860001,27.9,25.656389,121868800
10/13/2015,27.705,28.112499,27.67,27.9475,25.700075,132197200
10/14/2015,27.8225,27.879999,27.389999,27.5525,25.336842,177849600
10/15/2015,27.7325,28.025,27.622499,27.965,25.716167,150694000
10/16/2015,27.945,28,27.6325,27.76,25.527657,156930400
10/19/2015,27.700001,27.9375,27.5275,27.932501,25.686283,119036800
10/20/2015,27.834999,28.5425,27.705,28.442499,26.155268,195871200
10/21/2015,28.5,28.895,28.424999,28.440001,26.152971,167180800
10/22/2015,28.5825,28.875,28.525,28.875,26.552994,166616400
10/23/2015,29.174999,29.807501,29.0825,29.77,27.376019,237467600
10/26/2015,29.52,29.532499,28.73,28.82,26.502415,265335200
10/27/2015,28.85,29.135,28.497499,28.637501,26.334593,279537600
10/28/2015,29.2325,29.825001,29.014999,29.817499,27.419695,342205600
10/29/2015,29.674999,30.172501,29.567499,30.1325,27.709364,204909200
10/30/2015,30.247499,30.305,29.862499,29.875,27.472578,197461200
11/2/2015,30.200001,30.34,29.9025,30.295,27.858801,128813200
11/3/2015,30.1975,30.872499,30.174999,30.6425,28.178352,182076000
11/4/2015,30.782499,30.955,30.405001,30.5,28.047316,179544400
11/5/2015,30.4625,30.672501,30.045,30.23,27.918022,158210800
11/6/2015,30.2775,30.452499,30.155001,30.264999,27.950344,132169200
11/9/2015,30.24,30.452499,30.012501,30.1425,27.837212,135485600
11/10/2015,29.225,29.5175,29.014999,29.192499,26.959873,236511600
11/11/2015,29.092501,29.355,28.8025,29.0275,26.807489,180872000
11/12/2015,29.065001,29.205,28.9125,28.93,26.717445,130102400
11/13/2015,28.799999,28.8925,28.067499,28.084999,25.937069,183249600
11/16/2015,27.844999,28.559999,27.75,28.545,26.361889,152426800
11/17/2015,28.73,28.762501,28.33,28.422501,26.248762,110467600
11/18/2015,28.940001,29.372499,28.875,29.3225,27.079929,186698800
11/19/2015,29.41,29.9375,29.190001,29.695,27.423937,173183200
11/20/2015,29.799999,29.98,29.7125,29.825001,27.543995,137148400
11/23/2015,29.817499,29.932501,29.334999,29.4375,27.186131,129930000
11/24/2015,29.3325,29.8375,29.280001,29.719999,27.447025,171212800
11/25/2015,29.8025,29.807501,29.48,29.5075,27.25078,85553200
11/27/2015,29.5725,29.602501,29.4,29.452499,27.199986,52185600
11/30/2015,29.497499,29.852501,29.4375,29.575001,27.31312,156721200
12/1/2015,29.6875,29.702499,29.215,29.334999,27.091473,139409600
12/2/2015,29.334999,29.5275,29.02,29.07,26.846737,133546400
12/3/2015,29.137501,29.1975,28.555,28.799999,26.597389,166278000
12/4/2015,28.8225,29.8125,28.7775,29.7575,27.481659,231108000
12/7/2015,29.745001,29.965,29.452499,29.57,27.308498,128336800
12/8/2015,29.379999,29.65,29.215,29.557501,27.296955,137238000
12/9/2015,29.41,29.422501,28.77,28.905001,26.694361,185445600
12/10/2015,29.01,29.235001,28.877501,29.0425,26.821341,116850800
12/11/2015,28.797501,28.8475,28.2125,28.295,26.131012,187544800
12/14/2015,28.045,28.17,27.4475,28.120001,25.969395,257274800
12/15/2015,27.985001,28.200001,27.5875,27.622499,25.509937,213292400
12/16/2015,27.7675,27.997499,27.200001,27.834999,25.70619,224954000
12/17/2015,28.004999,28.0625,27.245001,27.245001,25.161316,179091200
12/18/2015,27.227501,27.379999,26.452499,26.5075,24.480221,385813200
12/21/2015,26.82,26.842501,26.3925,26.8325,24.780359,190362400
12/22/2015,26.85,26.93,26.612499,26.807501,24.757271,131157600
12/23/2015,26.817499,27.2125,26.799999,27.1525,25.075888,130629600
12/24/2015,27.25,27.25,26.987499,27.0075,24.941978,54281600
12/28/2015,26.897499,26.922501,26.545,26.705,24.662609,106816800
12/29/2015,26.74,27.3575,26.715,27.184999,25.105902,123724800
12/30/2015,27.145,27.174999,26.795,26.83,24.778051,100855200
12/31/2015,26.752501,26.7575,26.205,26.315001,24.302439,163649200
1/4/2016,25.6525,26.342501,25.5,26.3375,24.323219,270597600
1/5/2016,26.4375,26.4625,25.602501,25.6775,23.713696,223164000
1/6/2016,25.139999,25.592501,24.967501,25.174999,23.249626,273829600
1/7/2016,24.67,25.032499,24.1075,24.112499,22.268383,324377600
1/8/2016,24.637501,24.7775,24.190001,24.24,22.386133,283192000
1/11/2016,24.7425,24.764999,24.334999,24.6325,22.748621,198957600
1/12/2016,25.137501,25.172501,24.709999,24.99,23.078775,196616800
1/13/2016,25.08,25.297501,24.325001,24.3475,22.485413,249758400
1/14/2016,24.49,25.120001,23.934999,24.879999,22.977186,252680400
1/15/2016,24.049999,24.4275,23.84,24.282499,22.425385,319335600
1/19/2016,24.602501,24.6625,23.875,24.165001,22.316872,212350800
1/20/2016,23.775,24.547501,23.355,24.1975,22.346884,289337600
1/21/2016,24.264999,24.469999,23.735001,24.075001,22.233753,208646000
1/22/2016,24.657499,25.365,24.592501,25.355,23.415861,263202000
1/25/2016,25.379999,25.3825,24.8025,24.860001,22.958717,207178000
1/26/2016,24.9825,25.219999,24.5175,24.997499,23.085699,300308000
1/27/2016,24.01,24.157499,23.334999,23.355,21.568815,533478800
1/28/2016,23.4475,23.629999,23.0975,23.522499,21.723509,222715200
1/29/2016,23.6975,24.334999,23.5875,24.334999,22.473866,257666000
2/1/2016,24.1175,24.1775,23.85,24.1075,22.263767,163774000
2/2/2016,23.855,24.01,23.57,23.620001,21.813553,149428800
2/3/2016,23.75,24.209999,23.52,24.0875,22.245296,183857200
2/4/2016,23.965,24.3325,23.797501,24.15,22.424036,185886800
2/5/2016,24.129999,24.23,23.422501,23.504999,21.825132,185672400
2/8/2016,23.282499,23.924999,23.26,23.752501,22.054953,216085600
2/9/2016,23.5725,23.985001,23.4825,23.747499,22.050303,177324800
2/10/2016,23.98,24.0875,23.525,23.567499,21.883173,169374400
2/11/2016,23.4475,23.68,23.147499,23.424999,21.750851,200298800
2/12/2016,23.547501,23.625,23.252501,23.497499,21.818171,161405600
2/16/2016,23.754999,24.2125,23.6525,24.16,22.433323,196231600
2/17/2016,24.1675,24.5525,24.0375,24.530001,22.77688,179452800
2/18/2016,24.709999,24.7225,24.022499,24.065001,22.345116,156084000
2/19/2016,24,24.190001,23.950001,24.01,22.294046,141496800
2/22/2016,24.077499,24.225,23.98,24.219999,22.489033,137123200
2/23/2016,24.1,24.125,23.637501,23.672501,21.980667,127770400
2/24/2016,23.495001,24.094999,23.33,24.025,22.307974,145022800
2/25/2016,24.012501,24.190001,23.8125,24.190001,22.46118,110330800
2/26/2016,24.299999,24.504999,24.145,24.227501,22.495996,115964400
2/29/2016,24.215,24.557501,24.1625,24.172501,22.444927,140865200
3/1/2016,24.4125,25.192499,24.355,25.1325,23.336325,201628400
3/2/2016,25.127501,25.2225,24.91,25.1875,23.38739,132678400
3/3/2016,25.145,25.4275,25.112499,25.375,23.561485,147822800
